说明：题型编号，数据结构用J表示，数据库原理用K表示，网络用W表示，软件工程用R表示，操作系统用Z表示，应用基础用C表示，多媒体技术用D表示，硬件部分用Y表示，移动互联应用用H表示，S表示数据表示和计算，L表示离散数学，Q表示软件知识产权；C语言用1表示，C++语言用2表示，Java语言用3表示，JavaScript用4表示，C#用5表示；难度用0和1表示，0表示简单，1表示困难。,,,,,,,,
题号,题型,题目,A,B,C,D,答案,难度
557,C,电子计算机技术在半个世纪中虽有很大进步，但至今其运行仍遵循着一位科学家提出的基本原理。他就是（     ）。,牛顿,爱因斯坦,爱迪生, 冯?诺依曼,D,0
558,C,电子信函 (电子邮件) 的特点之一是(      )。,"比邮政信函, 电报, 电话, 传真都更快",在通信双方的计算机之间建立起直接的通信线路后即可快速传递数字信息,"采用存储一转发方式在网络上逐步传递数据信息, 不像电话那样直接,即时,但费用低廉",在通信双方的计算机都开机工作的情况下即可快速传递数字信息,C,1
559,C,电子邮件E-mail是通过（     ）传递用户电子文件的。,个人计算机,网络操作系统,工作站,邮件收发服务器,D,0
560,C,电子邮件到达时，如果并没有开机，那么邮件将（     ）。,退回给发件人,开机时对方重新发送,该邮件丢失,保存在服务商的E-mail服务器上,D,0
561,C,电子邮件地址的基本结构为：用户名@(      )。,SMTP服务器IP地址,POP3服务器IP地址,SMTP服务器域名,POP3服务器域名,D,0
562,C,电子邮件地址由两部分组成，用@号隔开，其中@号前为（     ）。,用户名,机器名,本机域名  ,密码,A,0
563,C,电子邮件是Internet应用最广泛的服务项目，通常采用的传输协议是（     ）。,SMTP,TCP/IP ,CSMA/CD ,IPX/SPX,B,0
564,C,电子邮件俗称“伊妹儿”是（     ）。,Mailto,BBS,E-mail ,Usenet,C,0
565,C,电子邮件要传输到目的地（     ）。,一般三天后才能到达 ,无论远近，立刻到达,不定，一般数秒到数小时内到达,一天左右到达,C,0
566,C,电子邮件又称为（     ），是目前因特网上使用最广泛的应用服务之一。,ASCⅡ ,TCP/IP,E-mail   ,Internet,C,0
567,C,调制解调器（Modem）的功能是实现(      )。,数字信号的编码,数字信号的整形,模拟信号的放大,模拟信号与数字信号的转换,D,1
568,C,断电后使得(      )中所存储的数据丢失。,ROM,RAM,磁盘,光盘,B,0
569,C,断电会使原存信息丢失的存储器是（     ）。 ,半导体RAM,硬盘　 , ROM　　,软盘 ,A,0
570,C,"对PC机，人们常提到的""Pentium""、""Pentium IV""指的是（     ）_。",存储器,内存品牌 ,主板型号 ,CPU类型,D,0
571,C,对WINDOWS应用程序窗口快速重新排列[平铺或层叠]的方法是: （     ）。,可通过工具栏按钮实现,可通过任务栏快捷菜单实现  ,可用鼠标调整和拖动窗口实现,可通过[开始]菜单下的[设置]命令实现,B,1
572,C,Excel2003中对工作表中各单元格的数据格式化时，如果使用“格式”菜单中的“单元格”命令，将出现“单元格格式”对话框，它有数字、对齐、字体、…等(      )个标签。,5,6,7,8,B,1
573,C,对某张幻灯片进行了隐藏设置后，则(      ),幻灯片视图窗格中，该张幻灯片被隐藏了,在大纲视图窗格中，该张幻灯片被隐藏了,在幻灯片浏览视图窗状态下，该张幻灯片被隐藏了,在幻灯片演示状态下，该张幻灯片被隐藏了,D,1
574,C,对于Windows，下面以（     ）为扩展名的文件是不能直接运行的。, .COM,.EXE,.BAT , .TXT,D,0
575,C,对于知道如何建立一新演示文稿内容但不知道如何使其美观的使用者来说，在PowerPoint 启动后应选择(      ),内容提示向导,模板　　,空白演示文稿,打开已有的演示文稿,B,0
576,C,对于重要的计算机系统，更换操作人员时，应当（     ）系统的口令密码。,立即改变  ,一周内改变,一个月内改变     ,3天内改变,A,0
577,C,对整个幻灯片进行复制粘贴的功能，能在(      )状态下实现。,大纲视图窗格,幻灯片浏览视图,大纲视图窗格和幻灯片浏览视图,幻灯片视图窗格、大纲视图窗格和幻灯片浏览窗格,D,1
578,C,多媒体计算机是指（     ）。,具有多种外部设备的计算机,能与多种电器连接的计算机,能处理多种媒体的计算机 ,借助多种媒体操作的计算机,C,0
579,C,发现病毒后，比较彻底的清除方式是（     ）。 ,用查毒软件处理,用杀毒软件处理 ,删除磁盘文件　　,格式化磁盘 ,D,0
580,C,反映计算机存储容量的基本单位是（     ）。 ,二进制位,字节　 ,字　　,双字 ,B,0
581,C,防病毒卡能够（     ）。 ,杜绝病毒对计算机的侵害,自动发现病毒入侵的某些迹象 ,自动消除已感染的所有病毒　,自动发现并阻止任何病毒的入侵 ,B,0
582,C,Word 2010中改变字体的正确操作是（     ）。,"选择要改变字体的文字，在""编辑""菜单中选择""字体""，再选择相应的要求字体。","选择要改变字体的文字，在""工具""菜单中选择""字体""，再选择相应的要求字体。","选择要改变字体的文字，在""开始""菜单中选择""字体""，再选择相应的要求字体。","选择要改变字体的文字，在""视图""菜单中选择""字体""，再选择相应的要求字体。",C,1
583,C,个人或企业不能直接接入Internet，只能通过(      )来接入Internet。,ICP,ISP,ASP,IAP,B,1
584,C,个人计算机的中央处理器一般称为（     ）。,PC   ,CPU,RAM   ,Word,B,0
585,C,Excel工作表中，将单元格上一步输入确认的公式消掉的操作(      )用常用工具栏的“撤销”按钮撤销。,不一定可以,不可以,可以,出错,C,1
586,C,Excel工作表中，区域是指连续的单元格，一般用(      )标记。,单元格:单元格,行标:列标,左上角单元格名:右下角单元格名,左单元格名:右单元格名,C,1
587,C,Excel工作表中，如果双击输入有公式的单元格或先选择该单元格再按F2键，则单元格显示(      ),公式,公式的结果,公式和结果,空白,A,1
588,C,Excel工作表中，如果选择了输入有公式的单元格，则编辑栏显示(      ),公式,公式的结果,公式和结果,空白,A,1
589,C,Excel工作表中，如果选择了输入有公式的单元格，则单元格显示(      ),公式,公式的结果,公式和结果,空白,B,1
590,C,Excel工作表中创建图表时，若选定的区域有文字，则文字一般作为(      ),图表中图的数据,图表中行或列的坐标,说明图表中数据的含义,图表的标题,C,1
591,C,关于Word 中的多文档窗口操作，以下叙述中错误的是（     ）,文档窗口可以拆分为两个文档窗口,多个文档编辑工作结束后，只能一个一个地存盘或关闭文档窗口,允许同时打开多个文档进行编辑，每个文档有一个文档窗口,多文档窗口间的内容可以进行前切、粘贴和复制等操作,B,1
592,C,关于Word，下面说法错误的是（     ）。,既可以编辑文本内容，也可以编辑表格,可以利用Word制作网页,可以在Word中直接将所编辑的文档通过电子邮件发送给接收者,Word不能编辑数学公式,D,1
593,C,关于WORD的文件操作，正确的是（     ）。,WORD文档缺省的扩展名是 .XLS   ,在“文件”菜单的底部所显示的文件是正在使用的文件名,在“文件”菜单中选择“另存为”命令后，原文件依旧存在,在“文件”菜单中选择“关闭”命令后将关闭所有打开的WORD文档,C,1
594,C,关于磁盘格式化的叙述，正确的是(      ),只能对新盘做格式化，不能对旧盘做格式化,新盘必须做格式化后才能使用，对旧盘做格式化将抹去盘上原有的内容,做了格式化后的磁盘，就能在任何计算机系统上使用,新盘不做格式化照样可以使用，但做格式化可使磁盘容量增大,B,1
595,C,关于幻灯片母版，以下说法中错误的是(      ),可以通过鼠标操作在各类母版之间直接切换,单击幻灯片视图状态切换按钮，可以出现五种不同的母版,在母版中定义了标题字体的格式后，在幻灯片中还可以修改,在母版中插入的图片对象，每张幻灯片中都可以看到,B,1
596,C,关于计算机总线的说明不正确的是（     ）。,计算机的五大部件通过总线连接形成一个整体,总线是计算机各个部件之间进行信息传递的一组公共通道,根据总线中流动的信息不同分为地址总线、数据总线、控制总线,数据总线是单向的，地址总线是双向的,D,1
597,C,PowerPoint中关于排练计时，以下的说法中正确的是(      ),必须通过“排练计时”命令，设定演示时幻灯片的播放时间长短,可以设定演示文稿中的部分幻灯片具有定时播放效果,只能通过排练计时来修改设置好的自动演示时间,可以通过“设置放映方式”对话框来更改自动演示时间,B,1
598,C,关于网络协议，下列（     ）选项是正确的。,是网民们签订的合同,协议，简单的说就是为了网络信息传递，共同遵守的约定,TCP/IP协议只能用于Internet，不能用于局域网,拔号网络对应的协议是IPX/SPX,B,1
599,C,和通信网络相比，计算机网络最本质的功能是（     ）。,数据通信,资源共享,提高计算机的可靠性和可用性 ,分布式处理,B,1
600,C,计算机的CPU每执行一个（     ），就完成一步基本运算或判断。 ,语句　,指令 ,程序　,软件 ,B,0
601,C,计算机的内存储器的ROM 又称为（     ）,只读存储器  ,随机存储器,硬盘存储器  ,软盘存储器,A,0
602,C,计算机的三类总线中，不包括（     ）。,控制总线,地址总线,传输总线 ,数据总线,C,0
603,C,计算机的通用性使其可以求解不同的算术和逻辑运算，这主要取决于计算机的（     ）。,高速运算,指令系统 ,可编程序,存储功能,B,0
604,C,计算机的中央处理器只能直接调用（     ）中的信息。,内存,硬盘,光盘   ,软盘,A,0
605,C,计算机犯罪中的犯罪行为的实施者是（     ）。,计算机硬件     ,计算机软件,操作者   ,微生物,C,0
606,C,计算机工作最重要的特征是（     ）。 ,高速度   ,高精度 ,存储程序和程序控制 ,记忆力强 ,C,0
607,C,计算机技术和（     ）技术相结合，出现了计算机网络。,自动化,通信　,信息,电缆,B,0
608,C,计算机科学的奠基人是（     ）。,查尔斯.巴贝奇,图灵,阿塔诺索夫,冯.诺依曼,B,0
609,C,计算机联网的主要目的是实现（     ）。,数据通信,资源共享,远程登录,分布式处理,B,0
610,C,计算机内部的所有数据都是以（     ）码的形式存储。,二进制   ,条形,汉字   ,区位,A,0
611,C,计算机能按照人们的意图自动、高速地进行操作，是因为采用了（     ）。 ,程序存储在内存,高性能的CPU ,高级语言,机器语言 ,A,0
612,C,计算机能直接执行的程序是（     ）。 ,源程序　,机器语言程序 ,高级语言程序　,汇编语言程序 ,B,0
613,C,计算机所具有的存储程序和程序原理是（     ）提出的。,图灵,布尔 ,冯?诺依曼 ,爱因斯坦,C,0
614,C,计算机业界最初的硬件巨头“蓝色巨人”指的是（     ）。,IBM ,Microsoft,联想 ,Sun,A,0
615,C,计算机硬件能直接识别和执行的只有(      ),汇编语言,符号语言,高级语言,机器语言,D,0
616,C,计算机用户有了可以上网的计算机系统后，一般需找一家（     ）注网入网。,软件公司 ,系统集成商,ISP ,电信局,C,0
617,C,计算机用于解决科学研究与工程计算中的数学问题，称为（     ）。,数值计算 ,数学建模  ,数据处理,自动控制,A,0
618,C,计算机在工作中突然停电，（     ）中的数据将丢失。,硬盘     ,光盘,ROM   ,RAM,D,0
619,C,计算机中存储单元中存储的内容 (      ),可以是数据和指令,只能是程序,只能是数据,只能是指令,A,0
620,C,计算机中存储信息的最小单位是（     ）。,字,字节 ,字长 ,位,B,0
621,C,建设信息高速公路主要是为了（     ）。,解决城市交通拥挤的问题,方便快捷地交流信息,监视上网计算机的活动,解决失业问题,B,0
622,C,将高级语言编写的程序翻译成机器语言程序，采用的两种翻译方式是（     ）。 ,编译和解释　,编译和汇编 , 编译和链接　　,解释和汇编 ,A,0
623,C,将高级语言程序设计语言源程序翻译成计算机可执行代码的软件称为 （     ）,汇编程序,编译程序,管理程序,服务程序,B,0
624,C,将个人计算机的供电线路与大的动力设备用电线路分开，主要是为了避免（     ）。,突然停电造成损失    ,耗电量变大,供电线路发热,外电源的波动和干扰信号太强,D,0
